IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A08	Utility Services	A0804	Cape Town Electricity	C13.84222	Area Lighting	C13.84222-F1	Area Lighting	3 CRR:WardAllocation	CRR	0	69447	Project delayed due to contractor underperformance and material supply constraints.	79	99999.72
A08	Utility Services	A0804	Cape Town Electricity	C13.84223	Area Lighting	C13.84223-F1	Area Lighting	3 CRR:WardAllocation	CRR	0	41799	Project delayed due to contractor underperformance and material supply constraints. Additional budget not provided in the 2013/2014 financial year.	81	100000.76
A08	Utility Services	A0804	Cape Town Electricity	C13.84229	Street lighting in Ward 80	C13.84229-F1	Street lighting in Ward 80	3 CRR:WardAllocation	CRR	0	46690	Project delayed due to contractor underperformance and material supply constraints.	80	46999.24
A08	Utility Services	A0804	Cape Town Electricity	C13.84242	"Highmast Light, Winsor Road, Lansdowne"	C13.84242-F2	"Highmast Light, Winsor Road, Lansdowne"	3 CRR:WardAllocation	CRR	0	30000	Change of fund source. Project delayed due to contractor underperformance and material supply constraints.	60	30000.00
A08	Utility Services	A0804	Cape Town Electricity	C13.84246	Street lights - Limbovini St Philippi	C13.84246-F1	Street lights - Limbovini St Philippi	3 CRR:WardAllocation	CRR	0	83000	Project delayed due to contractor underperformance and material supply constraints.	80	83000.00
A08	Utility Services	A0804	Cape Town Electricity	C07.01225	SCADA System RTUs	C07.01225-F1	SCADA System RTUs	1 EFF	EFF	2200000	4210635	Supplier misinterpreted the specification and built the equipment into incorrect cabinets. The return and reconstruction of the equipment into correct cabinets resulted in delivery delays.	200	13682926.95
A08	Utility Services	A0804	Cape Town Electricity	C07.01390	SCADA W Integration (RTU)	C07.01390-F1	SCADA W integration (RTU)	1 EFF	EFF	2450000	3923200	Supplier misinterpreted the specification and built the equipment into incorrect cabinets. The return and reconstruction of the equipment into correct cabinets resulted in delivery delays.	200	17895501.85
A08	Utility Services	A0804	Cape Town Electricity	C08.84007	HV Switchgear Replacement	C08.84007-F1	HV Switchgear Replacement	1 EFF	EFF	6251885	932519	Roll-over: Civil works delayed by inclement weather. One set of bushings for switchgear has not been cleared by Customs. ; Other Adjustment: EIA required to extend Eversdal substation which will delay project.	200	49993069.08
A08	Utility Services	A0804	Cape Town Electricity	C08.84024	Scada Engineering WAN	C08.84024-F1	SCADA Engineering WAN	1 EFF	EFF	500000	500000		200	1972571.20
A08	Utility Services	A0804	Cape Town Electricity	C08.84009	MV Circuit Breaker Replacement	C08.84009-F1	MV Circuit Breaker Replacement	1 EFF	EFF	10246600	10881490	Project delayed due to department being unable to secure outage arrangement from Canal Walk Shopping Centre management.	200	40379506.39
A08	Utility Services	A0804	Cape Town Electricity	C08.84039	APS transformer cooling Modifications	C08.84039-F1	APS transformer cooling modifications	1 EFF	EFF	200000	200000		911	463693.70
A08	Utility Services	A0804	Cape Town Electricity	C08.84033	HV-Switch/Stat emergency lighting Refurb	C08.84033-F1	HV-Switch/Stat emergency lighting Refurb	1 EFF	EFF	150000	150000		200	792120.48
A08	Utility Services	A0804	Cape Town Electricity	C08.84035	HV-Substation ventilation pressure Syst	C08.84035-F1	HV-Substation ventilation pressure Syst	1 EFF	EFF	100000	100000		200	528150.00
A08	Utility Services	A0804	Cape Town Electricity	C08.84002	HV-cable fault/condition assessment Syst	C08.84002-F1	HV-cable fault/condition assessment Syst	1 EFF	EFF	1000000	1000000		200	3500000.00
A08	Utility Services	A0804	Cape Town Electricity	C08.84043	Main Subst MV Switchgear Replacement	C08.84043-F1	Main Subst MV Switchgear Replacement	1 EFF	EFF	14402700	32485074	Roll-over: Civil works delayed by inclement weather as well as some outage delays which hampered project progress which resulted in the completion date being extended. ; Other Adjustment: The replacement of City and Bellville South 12kV switchgear must be accelerated due to the condition of the equipment and the risk of in service failure .	200	122870245.96
A08	Utility Services	A0804	Cape Town Electricity	C08.84049	Retreat Depot - Replace. for Muizenberg	C08.84049-F1	Retreat Depot - Replace. for Muizenberg	1 EFF	EFF	25793130	13800000	Project delayed due to protracted EIA approval process.	72	19727029.44
A08	Utility Services	A0804	Cape Town Electricity	C09.84011	132kv  OH Line Refurbish Structure	C09.84011-F1	132kv  OH Line Refurbish Structure	1 EFF	EFF	4250000	4250000		200	12856318.00
A08	Utility Services	A0804	Cape Town Electricity	C09.84031	66kv OH Line Refurbish (ground earth)	C09.84031-F1	66kv OH Line Refurbish (ground earth)	1 EFF	EFF	250000	250000		200	500000.00
A08	Utility Services	A0804	Cape Town Electricity	C09.84042	132kv OH line refurbish(strain Hardware)	C09.84042-F1	132kv OH line refurbish(strain Hardware)	1 EFF	EFF	1630000	1630000		200	4930000.00
A08	Utility Services	A0804	Cape Town Electricity	C09.84043	Stikland Main Substation	C09.84043-F1	Stikland Main Substation	1 EFF	EFF	40134330	39519800	Savings due to lower than expected Cost Price Adjustments.	10	44756834.90
A08	Utility Services	A0804	Cape Town Electricity	C09.84016	132kv  OH Line Refurbish (ground earth)	C09.84016-F1	132kv  OH Line Refurbish (ground earth)	1 EFF	EFF	250000	250000		200	500000.00
A08	Utility Services	A0804	Cape Town Electricity	C10.84032	Plattekloof - N1 Reinforcement	C10.84032-F1	Plattekloof - N1 Reinforcement	1 EFF	EFF	4915080	4915080		1	88368744.56
A08	Utility Services	A0804	Cape Town Electricity	C10.84050	Koeberg Rd Switching Station Phase 2	C10.84050-F1	Koeberg Rd Switching Station Phase 2	1 EFF	EFF	90042750	104500000	Tender for HV Switchgear higher than that budgeted for.	55	150888275.00
A08	Utility Services	A0804	Cape Town Electricity	C09.84065	New Building Complex Bloemhof	C09.84065-F3	New Building Complex Bloemhof	3 CRR: Electricity	CRR	34755200	34755200		3	254178484.13
A08	Utility Services	A0804	Cape Town Electricity	C12.84056	Kraaifontein Reinforcement	C12.84056-F2	Kraaifontein Reinforcement	1 EFF	EFF	4095000	6649700	Roll-over: Building completion delayed due to inclement weather and poor contractor performance.  ; Other Adjustment: Cost Price Adjustment for cable work higher than anticipated due to increase in SEIFSA index for copper in the Cost Price Adjustment.	103	36241822.79
A08	Utility Services	A0804	Cape Town Electricity	C12.84063	Steenbras: Rehab. of Exist. Structures	C12.84063-F1	Steenbras: Rehab. of Exist. Structures	1 EFF	EFF	3000000	3239685	Contractor defaulted as work could not be completed within the contract period.	100	14735476.56
A08	Utility Services	A0804	Cape Town Electricity	C13.84065	Roggebaai GT basic welfare facilities	C13.84065-F1	Roggebaai GT basic welfare facilities	1 EFF	EFF	400000	750000	Escalation in building costs higher than that budgeted for.	77	750000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84001	Computer Equipment Additional	C14.84001-F1	Computer Equipment Additional	3 CRR: Electricity	CRR	2000000	2000000		201	2000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84002	Computer Equipment Replacement	C14.84002-F1	Computer Equipment Replacement	3 CRR: Electricity	CRR	1000000	1000000		201	1000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84003	Communication Equipment	C14.84003-F1	Communication Equipment	3 CRR: Electricity	CRR	500000	500000		201	500000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84006	Safety Equipment	C14.84006-F1	Safety Equipment	3 CRR: Electricity	CRR	300000	300000		201	300000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84008	Test Equipment Additional	C14.84008-F1	Test Equipment Additional	3 CRR: Electricity	CRR	5000000	5000000		201	5000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84016	Vehicles: Replacement	C14.84016-F1	Vehicles: Replacement	3 CRR: Electricity	CRR	26930800	26930800		201	26930800.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84018	Mechanical Plant: Additional	C14.84018-F1	Mechanical Plant: Additional	3 CRR: Electricity	CRR	1800000	1800000		201	1800000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84021	Vehicles: Additional	C14.84021-F1	Vehicles: Additional	3 CRR: Electricity	CRR	5000000	17000000	Additional requirements identified for the servicing of network infrastructure in informal areas.	201	17000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84027	Mechanical Plant: Replacement	C14.84027-F1	Mechanical Plant: Replacement	3 CRR: Electricity	CRR	700000	700000		201	700000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84038	Office Equipment & Furniture	C14.84038-F1	Office Equipment & Furniture	3 CRR: Electricity	CRR	1500000	1500000		201	1500000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84039	Security Equipment: Additional	C14.84039-F1	Security Equipment: Additional	3 CRR: Electricity	CRR	7000000	7000000		201	7000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84040	Tools & Equipment: Additional	C14.84040-F1	Tools & Equipment: Additional	3 CRR: Electricity	CRR	2500000	2500000		201	2500000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84046	Service Connections (Tariff): North	C14.84046-F1	Service Connections (Tariff): North	4 PRIVATE SECTOR FIN	CGD	4000000	4000000		200	4000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84047	Service Connections (Tariff): East	C14.84047-F1	Service Connections (Tariff): East	4 PRIVATE SECTOR FIN	CGD	3000000	3000000		200	3000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84048	Service Connections (Tariff): South	C14.84048-F1	Service Connections (Tariff): South	4 PRIVATE SECTOR FIN	CGD	3000000	3000000		200	3000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84055	Facilities Alterations & Upgrading	C14.84055-F1	Facilities Alterations & Upgrading	3 CRR: Electricity	CRR	150000000	150000000		200	150000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84099	ES contingency provision - Insurance	C14.84099-F1	ES contingency provision - Insurance	2 REVENUE: INSURANCE	REVENUE	1000000	990309	"Virement: Approved in terms of virement policy. Decentralised Insurance
contingency provision."	201	990309.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84111	Serv Conn (Quote): North	C14.84111-F1	Serv Conn (Quote): North	4 PRIVATE SECTOR FIN	CGD	10000000	10000000		200	28900000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84111	Serv Conn (Quote): North	C14.84111-F2	Conn Infr (Quote): North	3 BICL Elec Serv Gen	CRR	18900000	18900000		200	28900000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84112	Serv Conn (Quote): East	C14.84112-F1	Serv Conn (Quote): East	4 PRIVATE SECTOR FIN	CGD	6600000	6600000		200	23600000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84112	Serv Conn (Quote): East	C14.84112-F2	Conn Infr (Quote): East	3 BICL Elec Serv Gen	CRR	17000000	17000000		200	23600000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84113	Serv Conn (Quote): South	C14.84113-F1	Serv Conn (Quote): South	4 PRIVATE SECTOR FIN	CGD	6500000	6500000		200	14300000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84113	Serv Conn (Quote): South	C14.84113-F2	Conn Infr (Quote): South	3 BICL Elec Serv Gen	CRR	7800000	7800000		200	14300000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84120	MV Switchgear Refurbishment: North	C14.84120-F1	MV Switchgear Refurbishment: North	1 EFF	EFF	35000000	35000000		200	35000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84121	MV Switchgear Refurbishment: East	C14.84121-F1	MV Switchgear Refurbishment: East	1 EFF	EFF	17600000	17600000		200	17600000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84122	MV Switchgear Refurbishment: South	C14.84122-F1	MV Switchgear Refurbishment: South	1 EFF	EFF	25000000	25000000		200	25000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84259	Street Lighting: City Wide	C14.84259-F1	Street Lighting: City Wide	3 CRR: Electricity	CRR	38250000	38250000		200	38250000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84260	Street Lighting: City Wide USDG Funding	C14.84260-F1	Street Lighting: City Wide USDG Funding	4 NT USDG	CGD	11000000	11000000		200	11000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84262	Festive Lighting: City Wide	C14.84262-F1	Festive Lighting: City Wide	3 CRR: Electricity	CRR	4000000	4000000		200	4000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84384	Electrification (INEP)	C14.84384-F2	Electrification (INEP)	4 DME - INEP	CGD	24500000	24500000		200	24500000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84385	Electrification (CRR)	C14.84385-F2	Electrification (CRR)	3 CRR: Electricity	CRR	11000000	11000000		200	11000000.00
A08	Utility Services	A0804	Cape Town Electricity	C12.84075	Training School - Brackenfell	C12.84075-F2	Training School - Brackenfell	1 EFF	EFF	59180610	59180610		6	115895123.00
A08	Utility Services	A0804	Cape Town Electricity	C12.84079	HV Cables - Link box repl & Installation	C12.84079-F1	HV Cables - Link box repl & Installation	1 EFF	EFF	3500000	3500000		200	23663564.93
A08	Utility Services	A0804	Cape Town Electricity	C12.84080	Overheads Fencing	C12.84080-F1	Overheads Fencing	1 EFF	EFF	500000	500000		200	1128304.30
A08	Utility Services	A0804	Cape Town Electricity	C12.84078	Outage Management System	C12.84078-F2	Outage Management System	1 EFF	EFF	7500000	7500000		201	22767650.00
A08	Utility Services	A0804	Cape Town Electricity	C13.84072	66kV OH - Structures refurbishment	C13.84072-F1	66kV OH - Structures refurbishment	1 EFF	EFF	250000	250000		200	2250000.00
A08	Utility Services	A0804	Cape Town Electricity	C13.84075	Hout Bay LV Depot	C13.84075-F1	Hout Bay LV Depot	1 EFF	EFF	22016900	23220000	Project delayed due to zoning requirements identified before acquisition of land can take place. Purchase of land and construction implementation to be commence 2013/14.	74	26584480.93
A08	Utility Services	A0804	Cape Town Electricity	C14.00372	Substation Protection Replacement	C14.00372-F1	Substation Protection Replacement	1 EFF	EFF	3110000	3110000		200	3110000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.00373	Optic Fibre Installations	C14.00373-F1	Optic Fibre Installations	1 EFF	EFF	6000000	6000000		200	6000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.00374	PAX and PABX Installations	C14.00374-F1	PAX and PABX Installations	1 EFF	EFF	300000	300000		200	300000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.00375	Protect Comm Wide Area Network Expansion	C14.00375-F1	Protect Comm Wide Area Network Expansion	1 EFF	EFF	525000	525000		200	525000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.00380	HV Substation Gate and Fence Replacement	C14.00380-F1	HV Substation gate and fence replacement	1 EFF	EFF	3000000	3000000		200	3000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.01591	PQ System Expansion	C14.01591-F1	PQ System Expansion	1 EFF	EFF	540000	540000		200	540000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.41914	Prepayment Vending System Upgrading	C14.41914-F1	Prepayment Vending System Upgrading	1 EFF	EFF	1500000	1500000		200	1500000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84004	System Equipment Replacement: East	C14.84004-F1	System Equipment Replacement: East	1 EFF	EFF	45000000	45000000		200	45000000.00
A08	Utility Services	A0804	Cape Town Electricity	C14.84005	System Equipment Replacement: North	C14.84005-F1	System Equipment Replacement: North	1 EFF	EFF	50000000	50000000		200	50000000.00
